AtGeneID,At_RT_35S,At_RT_V,At_RT_EN,At_MZ,At_EP,At_PH,At_MCO,At_COR
AT5G14660,43.51,54.51,42.23,56.21,53.35,45.89,61.06,44.36
AT5G14670,78.67,50.74,58.73,75.5,62.9,90.44,61.74,78.36
AT5G14680,682.82,504.64,452.37,651.94,632.69,685.42,519.26,718.82
AT5G14690,105.97,238.05,128.93,78.71,169.64,119.73,200.82,121.69
AT5G14700,74.64,71.45,74.8,43.19,41.23,36.54,43.06,51.59
AT5G14710,46.18,45.67,40.13,160.24,234.43,189.18,192.94,132.83
AT5G14720,82.64,94.41,100.04,138.09,70.16,125.78,96.43,145.49
AT5G14730,174.22,168.32,251.79,159.11,198.68,133.36,203.13,364.61
AT5G14740,41.54,40.48,50.37,39.55,43.27,47.57,36.84,47.4
AT5G14750,42.29,36.81,26.9,77.99,124.84,83,243.79,97.69
AT5G14760,213.33,89.89,71.56,293.99,172.28,129.34,113.05,109.17
AT5G14780,315.53,298.04,157.56,309.95,407.29,385.44,164.68,1041.76
AT5G14790,372.69,272.27,230.77,270.51,202.31,244.05,164,474.51
AT5G14800,1217.08,2216.1,1552.71,1159.07,1024.87,1211.05,1764.37,753.55
AT5G14840,14.46,15.67,13.75,14.62,19.33,15.81,24.65,13.97
AT5G14850,143.69,161.1,208.92,141.92,220.91,192.74,191.91,139.72
AT5G14880,325.61,277.53,420.94,678.44,286.32,507.72,357.8,142.32
AT5G14910,106.41,81.61,55.2,159.84,100.92,87.03,91.39,120.96
AT5G14920,51.54,135.65,114.63,64.52,196.16,77.81,193.14,40.32
AT5G14930,41.51,43.34,38.36,40.54,55.96,44.33,54.13,99
AT5G14940,304.66,196.1,158.23,403.17,209.43,257.48,170.66,81.08
AT5G14950,150.77,107.86,247.12,213.11,140.61,240.09,130.06,149.03
AT5G14970,94.34,105.58,64.63,155.85,153.41,162.07,82.69,115.63
AT5G15020,81.83,48.98,78.26,126.79,82.77,104.55,76.25,149.11
AT5G15050,146.06,197.43,161.78,390.6,291.37,386.74,271.3,405.45
AT5G15070,82.75,200.99,157.16,64.21,79.04,54.37,100.26,50.85
AT5G15080,214.95,114.18,198.72,209.5,165.88,220.46,196.25,245.23
AT5G15090,2356.25,2919.62,2444,1566.15,1071.67,1451.02,1481.57,1798.28
AT5G15100,23.47,21.22,22.92,21.02,18.26,18.91,18.66,20.19
AT5G15120,110.08,170.62,129.36,77.33,142.3,69.99,84.7,60.94
AT5G15130,141.56,168.03,183.65,78.47,122.26,140.9,156.31,221.64
AT5G15150,60.21,165.09,202.02,48.19,68.6,78.75,179.35,422.03
AT5G15160,28.45,24.12,26.57,33.43,24.18,24.34,25.58,26.22
AT5G15170,130.1,166.32,178.65,94.47,109.12,117.31,178.14,128.54
AT5G15180,73.4,154.86,83.83,79.09,66.3,95.04,95.21,896.36
AT5G15190,66.24,80.14,40.43,66.49,81.9,49.29,71.67,282.43
AT5G15200,4623.53,6644.84,10967.02,8628.26,8936.3,8664.05,12649.39,5510.48
AT5G15210,66.91,61.72,52.81,82.81,53.53,50.82,57.92,41.98
AT5G15230,1579.86,2637.65,1733.32,1431.4,2199.54,1596.68,4911.43,4243.19
AT5G15240,48.29,48.13,67.92,39.14,32.91,39.32,38.99,37.86
AT5G15270,96.31,137.51,101.22,141.06,78.69,104.14,81.59,114.73
AT5G15280,37.36,56.57,46.06,53.72,42.67,58.51,54.19,46.12
AT5G15290,107.36,80.55,300.2,64.37,59.69,84.04,66.5,47.06
AT5G15310,29.07,26,25.94,22.37,23.64,24.46,20.79,25.82
AT5G15320,514.88,347.03,394.81,545.32,779.22,496.84,758.49,615.25
AT5G15330,105.13,83.8,115.89,48.09,49.12,175.04,55.55,39.12
AT5G15350,744.69,1310.21,673.85,2432.92,1660.42,1347.56,2137.15,3142.77
AT5G15390,352.56,239.08,195.86,254.78,207.65,168.73,221.85,161.98
AT5G15400,224.41,279.97,516.28,304.41,244.03,371.32,247.15,363.15
AT5G15410,173.32,204.19,592.2,70.98,190.4,80.39,189.58,325.11
AT5G15420,38.45,35.92,38.27,26.56,26.65,31.47,26.37,28.06
AT5G15440,347.16,342.22,340.97,242.09,344.26,330.19,478.57,265.61
AT5G15450,489.14,349.84,425.19,542.5,296.42,419.53,206.18,359.7
AT5G15460,540.77,872.08,341.02,478.48,408.46,481.51,599.93,298.09
AT5G15470,108.45,105.91,85.09,177.25,161.31,179.82,157.97,257.49
AT5G15490,1656.88,1372.54,851.71,1766.82,462.38,845.75,646.97,885.98
AT5G15510,364.18,202.23,217.97,202.87,132.43,63.83,135.68,39.8
AT5G15520,135.33,195.85,123.43,251.54,188.68,212.67,402.48,105.79
AT5G15530,291.73,338.51,480.74,198.22,213.52,257.61,276.44,294.03
AT5G15540,138.96,163.58,198.68,98.13,126.22,145.17,142.42,129.15
AT5G15550,719.21,481.24,793.19,523.53,510.31,376.09,489.81,382.17
AT5G15570,94.92,123.48,113.27,155.24,127.97,134.17,169.16,126.44
AT5G15580,393.6,468.82,495.42,110.57,120.04,107.55,192.63,100.58
AT5G15600,725.96,716.46,587.89,492.12,561.2,460.05,911.21,305.11
AT5G15610,703.27,1143.45,528.56,708.79,614.2,667.57,702.61,515.22
AT5G15630,322.5,273.95,229.54,227.38,100.09,104.96,114.32,69.8
AT5G15640,416.62,407.23,409.77,362.57,244.72,329.16,311,356.02
AT5G15680,294.61,244.15,548.28,181.69,152.34,196.74,184.56,165.8
AT5G15710,148.44,162.16,109.19,142.78,96.25,156.75,108.72,152.46
AT5G15725,28.59,37.94,32.39,21.15,31.24,26.11,29.11,25.05
AT5G15730,164.29,174.8,170.83,332.92,275.42,373.17,250.82,259.06
AT5G15740,404.43,415.41,437.05,389.57,261.52,357.44,289.11,147.35
AT5G15750,400.74,298.46,535.25,580.27,695.59,614.59,915.16,339.82
AT5G15760,44.37,39.39,47.09,31.97,33.01,31.03,32.91,23.66
AT5G15770,24.56,21.61,19.05,66.84,56.65,44.21,55.7,64.71
AT5G15790,36.14,42.57,40.8,48.02,41.25,66.14,53.54,40.7
AT5G15810,804.48,747.31,1353.65,532.15,453.14,499.06,602.62,314.01
AT5G15830,139.08,66.93,63.39,210.23,108.67,81.3,114.43,138.24
AT5G15840,25.15,25.29,24.4,27.95,26.14,31.3,24.07,22.48
AT5G15850,42.79,45.58,45.02,49.46,52.86,53.8,47.08,65.48
AT5G15860,237.79,197.67,278.44,159.91,148.25,163.51,148.17,233.84
AT5G15870,286.56,410.51,112.19,378.09,260.63,266.52,332.66,258.82
AT5G15880,199.6,276.63,188.84,238.7,275.2,265.47,286.71,214.71
AT5G15890,35.49,59.78,58.31,32.65,50.35,80.56,94.15,34.77
AT5G15900,65.06,77.72,153.98,50.33,37.35,38.08,42.76,61.64
AT5G15910,1081.16,971.47,1457.67,733.15,920.08,829.11,939.31,1160.94
AT5G15920,152.81,78.64,140.06,98.49,105.33,99.67,77.39,86.44
AT5G15930,311.29,228.16,256.23,305.2,300.61,361.89,537.38,223.33
AT5G15940,83.7,29.89,38.34,40.44,23.44,24.26,30.07,21.75
AT5G15950,106.39,87.39,99.76,78.79,135.83,294.65,85.18,59.53
AT5G15960,1022,705.43,170.37,1468.96,2793.32,2485.02,1492.53,1328.89
AT5G15980,539.94,324.68,693.54,330.58,342.85,299.99,390.97,421.26
AT5G16000,253.34,211.12,147.55,660.01,243.73,172.15,176.33,110.13
AT5G16010,288.25,267.71,284.4,481.07,1045.34,815.84,627.5,737.96
AT5G16030,47.62,45.16,41.8,38.55,42.08,33.65,39.14,34.91
AT5G16040,211.85,173.98,98.69,506.24,236.25,178.03,303.59,126.21
AT5G16050,2411.02,2024.44,1772,2127.49,935.05,1240.17,852.7,1574.65
AT5G16060,158.79,130.08,88.25,587.36,651.64,380.41,454.81,391.85
AT5G16070,1509.82,1395.05,1367.03,1218.83,941.32,1004.23,948.86,770.09
AT5G16080,32.44,30.49,27.24,30.34,26.35,26.02,27.95,27.29
AT5G16100,32.78,32.24,37.94,23.34,22.28,21.46,23.72,23.99
AT5G16110,180.46,265.23,291.99,170.5,208.3,252.97,174.37,147.94
AT5G16120,859.16,707.3,686.76,527.15,541.04,1216.08,406.98,247.02
AT5G16130,1957.48,3228.73,2411.09,4218.72,5373.31,4469.03,6870.26,2799.57
AT5G16140,42.79,46.78,41.45,44.09,45.19,39.29,39.15,44.96
AT5G16150,1004.78,1065.06,1183.69,675.54,489.79,507.61,514.88,678.3
AT5G16180,45.41,44.52,52.4,33.94,54.84,47.81,53.17,45.77
AT5G16190,55.56,52.38,50.57,65.3,48.39,52.27,84.15,50.48
AT5G16200,69.1,96.37,57.47,72.96,88.09,82.95,64.18,64.18
AT5G16210,530.54,933.34,1079.04,264.1,259.77,275.15,266.35,296.44
AT5G16220,396.74,327.11,524.61,293.61,349.58,466.45,558.28,228.27
AT5G16230,133.47,105.59,70.88,130.75,67.12,51.42,96.49,64.67
AT5G16240,60.67,68.89,86.42,63.06,56.93,54.61,67.05,46.36
AT5G16250,1499.71,1160.25,441.17,1763.31,676.16,459.47,564.43,401.77
AT5G16260,492.2,280.04,403.62,616.69,424.15,513.98,407.57,635.51
AT5G16270,301.44,215.94,237.04,462.49,370.17,446.12,298.62,527.4
AT5G16280,191.23,277.4,423.18,116.48,168.44,176,177.82,123.64
AT5G16290,362.51,362.54,397.56,375.61,237.46,244.29,258.18,248.35
AT5G16300,689.84,709.41,751.28,509.81,384.33,408.09,444.44,505.36
AT5G16310,51.18,47.15,68.69,124.3,70.42,106.34,78.36,67.46
AT5G16320,85.12,79.71,67.55,51.08,38.74,56.83,39.1,44.03
AT5G16340,150.05,184.63,99.7,375.27,306.82,444.16,450.61,1028.2
AT5G16380,184.87,110.56,99.29,159.64,85.5,73.43,62.84,93.31
AT5G16390,1368.54,1961.75,2384.29,990.39,1504.97,1564,1921.28,792.7
AT5G16400,82.47,52.27,73.9,197.95,180.92,176.2,161.43,324.61
AT5G16420,50.03,50.17,48.64,63.99,56.15,66.54,55.14,75.61
AT5G16440,133.94,140.96,182.25,131.22,126.45,114.88,114.18,214.76
AT5G16450,587.89,413.52,206.53,2111.12,1844.14,2911.55,2051.6,1685.29
AT5G16470,448.7,498.96,492.87,1323.48,1718.81,3254.49,1463.92,1321.3
AT5G16480,57.2,82.52,53.41,82.19,83.44,69.47,75.12,96.43
AT5G16490,129.05,190.99,100.45,137.24,105.47,101.53,109.38,86.4
AT5G16505,405.57,589.49,407.02,639.49,428.98,466.82,359.46,381.6
AT5G16510,755.89,669.97,606.19,1124.55,603.71,717.01,605.71,1076.57
AT5G16520,202.92,243.09,378.3,139.15,231.83,294.42,221.98,140.17
AT5G16530,57.02,40.39,38.81,116.57,336.93,874.34,48.51,68.55
AT5G16540,148.08,324.08,313.77,49.76,120.47,112.84,115.01,71.29
AT5G16550,452.41,370.14,248.06,373.79,362.1,516.35,222.84,395.16
AT5G16560,28.98,33.24,42.29,19.69,25.97,25.4,35.29,24.6
AT5G16570,231.79,265.84,209.05,87.22,82.3,69.53,78.36,63.21
AT5G16590,250.77,352.15,315.43,405.49,280.54,395.85,313.64,863.86
AT5G16600,129.15,243.81,106.03,140.61,205.24,114.57,216.53,111.46
AT5G16610,130.53,146.82,137.79,104.84,100.63,113.89,99.5,62.81
AT5G16620,202.72,163.08,153.64,364.04,201.11,232.47,170.61,340.94
AT5G16630,181.16,124.7,209.6,142.72,155.99,142.97,193.28,129.52
AT5G16640,21.36,19.17,19.84,22.85,20.71,23.31,23.75,24.9
AT5G16650,111.52,99.76,115.94,236.81,260.23,401.12,297.19,207.85
AT5G16660,452.16,367.86,363.12,743.03,572.8,499.83,594.18,812.35
AT5G16680,184.02,193.61,205.09,360.28,356.62,584.85,376.17,453.61
AT5G16710,494.69,342.97,259.22,442.04,375.66,354.7,357.21,468.41
AT5G16715,111.83,128.35,294.5,82.71,151.62,121,163.87,86.32
AT5G16720,102.88,47.65,28.79,159.47,85.73,39.77,45.82,27.89
AT5G16730,59.28,117.25,54.46,100.18,94.35,118.17,90.43,230.91
AT5G16750,90.29,88.45,167.05,135.5,125.68,112.4,177.02,90.27
AT5G16760,622.44,726,507.63,888.84,520.94,862.26,542.16,665.3
AT5G16770,77.7,99.84,174.61,46.38,72.44,68.19,63.37,41.26
AT5G16780,234.5,174.04,219.98,202.99,236.52,223.95,177.1,205.81
AT5G16800,540.8,681.64,553.58,439.67,560.86,471.87,655.95,512.79
AT5G16810,113.23,105.35,108.13,102.57,88.07,101.88,86.82,90.09
AT5G16820,82.88,80.25,81.66,115.52,76.4,104.85,83.24,148.5
AT5G16830,958.13,565.59,765.81,338.71,283.55,447.69,321.56,443.67
AT5G16840,981.93,861.11,594.47,1250.66,984.35,1418.83,1072.24,836.28
AT5G16850,26.17,24.57,28.83,19.54,21.48,21.18,22.17,18.13
AT5G16860,29.27,32.15,31.98,23.04,24.22,23.46,23.7,23.87
AT5G16870,29.16,21.46,28.49,46.9,33.58,39.48,39.24,38.34
AT5G16880,894,1404.87,1089.82,669.73,648.37,766.68,781.1,784.81
AT5G16900,52.21,89.78,121.95,26.35,35.01,40.73,71.09,31.58
AT5G16910,761.57,1383.2,2416.29,449.04,590.3,709.75,922.48,520.81
AT5G16930,55.96,47.17,68.47,71.1,57.15,64.06,64.49,47.23
AT5G16940,70.19,93.56,99.62,97.7,109.92,96.91,176.62,261.27
AT5G16950,62.22,61.57,42.21,220.58,214.84,150.02,198.74,230.16
AT5G16970,72.26,56.76,51.1,58.65,155.3,49.84,65.01,116.25
AT5G16980,21.28,22.13,23.53,19.24,18.96,20.95,17.66,20
AT5G16990,325.69,196.96,106.56,352.35,175.69,311.83,160.62,124.92
AT5G17000,19.28,19.33,20.43,25.29,28.73,25.01,25.31,36.47
AT5G17010,424.5,247.65,506.1,422.57,215.29,314.62,262.49,452.28
AT5G17020,219.05,247.33,218.25,391.12,273.95,536.07,233.17,265.04
AT5G17050,225.88,387.24,125.83,638.25,775,586.21,892.84,1751.76
AT5G17060,240.53,239.34,197.11,262.03,231.42,223.26,225.33,483.41
AT5G17070,91.83,134.29,80,140.84,90.62,83.98,73.28,98.15
AT5G17160,481.34,300.91,200.09,344.98,212.35,112.07,189.58,98.92
AT5G17170,49.03,49.77,45.52,48.78,61.61,46.77,45.03,51.9
AT5G17190,524.79,454.82,272.18,1878.08,1073.68,1065.33,887.37,1158.82
AT5G17210,345.07,302.2,147.86,457.46,311.79,303,250.01,167.11
AT5G17230,43.3,59.79,37.97,130.29,111.33,106.25,129.81,197.42
AT5G17240,48.5,43.02,52.27,40.29,46.89,36.22,42.96,42.36
AT5G17250,267.54,356.33,496.48,84.31,165.06,112.53,189.52,89.44
AT5G17270,39.45,36.76,30.05,53.63,50.07,40.74,45.17,44.86
AT5G17280,87.72,113.81,84.48,123.31,128.32,95.64,90.16,163.4
AT5G17290,183.87,328.48,332.12,141.36,204.93,225.17,233.84,239.52
AT5G17300,132.06,124.33,103.65,81.57,97.87,77.44,87.42,59.57
AT5G17310,1068.77,740.51,820.98,711.44,550.1,481.29,504.12,576.26
AT5G17330,8233.13,5273.7,6724,7258.26,4165.78,4807.19,4893.61,8127.52
AT5G17350,58.6,56.68,45.26,39.38,35.57,37.14,49.94,37.61
AT5G17370,112.3,89.96,110.56,81.58,84.58,80.78,81.35,79.28
AT5G17380,2752.72,1995.64,2226.17,1939.66,1140.57,1409.58,1223.93,2790.93
AT5G17400,131.99,166.32,159.45,120.06,83.95,105.39,96.05,103.11
AT5G17410,270.26,248.83,216.47,159.12,90.5,109.91,93.33,79.14
AT5G17420,273.2,279.05,261.34,293.39,138.82,139.11,219.87,92.06
AT5G17440,283.09,490.62,390.74,188.01,349.45,299.33,286.44,182.99
AT5G17450,233.97,276.04,108.82,218.71,765.1,1544.82,233.98,132.51
AT5G17490,39.22,34.56,38.36,40.71,36.93,30.44,40.96,70.94
AT5G17510,27.41,29.8,28.56,28.52,33.8,29.59,29.02,30.01
AT5G17520,444.26,246.37,306.86,350.5,231.02,360.98,304.16,183.67
AT5G17530,628.46,542.19,893.65,372.7,319.92,382.51,318.55,408.1
AT5G17560,168.08,179.29,173.37,403.55,369.92,408.44,568.4,411.95
AT5G17570,79.46,45.88,49.39,53.27,46.21,51.8,40.85,53.27
AT5G17600,87.72,232.79,66.39,64.13,61.37,69.83,69.07,46.08
AT5G17610,166.9,139.76,86.6,385.06,281.33,297.36,294.01,275.73
AT5G17620,539.27,440.86,376.28,571.6,409.7,344.79,408.41,343.12
AT5G17630,598.62,561.85,545.06,300.11,248.57,203.64,237,329.23
AT5G17640,412.83,475.19,508.43,219.16,320.53,204.59,341.83,544.86
AT5G17650,575.19,255.35,213.28,340.58,1464.12,3826.65,163.05,249.31
AT5G17660,47.25,52.88,56.96,54.57,55.26,52.91,56.55,50.58
AT5G17670,194.12,308.59,172.43,138.84,248.15,168.13,269.16,146.38
AT5G17680,46.33,64.54,51.24,33.74,37.03,33.09,43.54,36.05
AT5G17690,104.49,96.34,100.69,142.99,125.67,130.88,152.88,147.78
AT5G17700,96.17,93.36,123.29,77.24,116.71,88,91.9,82.51
AT5G17710,150.38,89.88,113.96,139.48,129.08,123.54,148.35,133.62
AT5G17760,49.07,58.13,53.25,94.58,57.37,42.75,43.45,53.57
AT5G17770,2058.33,1896.31,3103.36,3864.97,2987.54,3422.55,3396.59,2653.08
AT5G17780,54.15,54.54,62.07,45.01,44.33,55.89,45.84,63.75
AT5G17790,115.77,136.4,192.08,64.66,90.59,84.06,108.88,79.12
AT5G17800,169.37,199.41,182.21,177.17,252.73,160.72,184.78,314.02
AT5G17820,682.55,1660.13,1359.21,1290.89,1814.21,2916.1,3122.5,1446.28
AT5G17840,528.28,415.31,562.01,906.8,657.91,617.78,839.13,554.7
AT5G17850,377.98,283.36,216.38,278.92,183.6,217.89,156.53,116.77
AT5G17860,71.96,76.14,69.03,48.97,54.05,52.59,53.3,53.56
AT5G17870,194.87,177.01,87.55,1130.45,971.9,670.76,802.3,369.03
AT5G17880,116.03,137.88,240.55,107.19,137.01,100.76,155.68,173.35
AT5G17890,135.14,86.26,228.24,68.44,101.48,67.65,95.66,85.99
AT5G17910,72.49,66.12,70.55,129.28,84.04,73.04,63.86,114.38
AT5G17930,296.7,301.87,686.52,221.3,176.04,204.92,172.52,139.04
AT5G17960,67.38,43.49,40.7,25.77,29.47,31.04,33.46,30
AT5G17980,435.02,138.22,252.21,308.75,135.79,121.25,140.48,66.38
AT5G17990,797.4,661.78,683.56,1254.52,624.56,432.72,545.52,1346.6
AT5G18040,185.6,158.75,137.51,155.02,187.23,192.2,152.09,128.03
AT5G18060,51.8,63.15,67.65,58.11,49.9,68.62,54.12,59.2
AT5G18070,369.48,282.82,310.1,427.08,274.02,313.81,291.69,395.06
AT5G18090,28,28.53,29.92,23.11,23.3,23.08,23.69,24.27
AT5G18100,182.9,408.12,291.52,160.84,204.76,172.5,185.85,179
AT5G18110,412.94,382.5,409.26,650.91,396.87,556.28,457.12,554.86
AT5G18120,805.69,354.36,588.46,624.08,348.21,431.53,411.71,313.84
AT5G18130,308.6,289.86,278.88,318.55,301.57,383.97,351.77,450.7
AT5G18140,166.47,156.12,160.6,118.94,97.76,123.29,152.06,104.77
AT5G18150,109.24,131.58,143.28,264.73,451.05,298.69,490.11,358.82
AT5G18170,2066.44,1174.28,1347.58,1217.07,718.51,598.36,902.45,1872.92
AT5G18180,31.61,38.55,40.14,31.01,30.82,29.68,30.37,28.24
AT5G18190,188.46,272.93,216.96,316.28,324.94,387.56,301.63,332.2
AT5G18200,271.87,207.74,294.86,263.17,233.57,278.49,214.3,195.92
AT5G18210,37.01,85.62,50.59,44.54,63.97,56.77,53.07,42.25
AT5G18230,188.44,208.1,328.75,243.85,216.87,249.71,237.33,236.13
AT5G18240,44.71,25.93,32.63,43.3,148.23,648.72,39,34.52
AT5G18250,160.71,139.2,137.59,167.54,162.72,155.17,152.23,146.39
AT5G18270,108.81,189.03,138.84,85.82,144.14,135.1,125.96,80
AT5G18280,222.66,292.65,179.45,305.6,162.23,154.42,175.72,390.24
AT5G18290,94.61,63.84,113.46,115.81,80.07,100.76,87.25,79.99
AT5G18310,520,957.03,1846.84,811.99,1904.68,1200.67,1861.13,1053.33
AT5G18340,36.65,26.71,25.95,28.92,21.95,26.25,22.16,28.33
AT5G18360,38.28,43.23,78.51,27.28,35.53,30.27,44.81,42.18
AT5G18370,38.03,42.24,45.24,27.17,33.73,32.4,35.54,48.49
AT5G18390,69.05,82.23,87,107.04,108.04,195.27,255.23,154.36
AT5G18400,518.86,324.79,265.27,686.92,449,461.49,438.37,446.04
AT5G18410,1118.81,897.31,1373.04,520.33,427.88,429.77,533.15,302.03
AT5G18420,773.38,440.9,607.97,613.56,471.68,552.55,545.69,543.72
AT5G18430,17.86,17.15,16.69,15.92,15.85,16.84,14.58,15.43
AT5G18440,59.11,99.73,70.17,123.42,150.49,147.15,143.03,116.26
AT5G18460,211.76,300.42,141.41,221.41,135.3,128.38,225.83,93.83
AT5G18490,106.19,173.48,127.07,178.46,150.91,195.31,158.2,365.49
AT5G18500,670.97,442.5,332.63,1143.96,601.05,541.25,458.71,696.09
AT5G18520,418.21,649.04,427.27,716.37,718.07,809.63,635.41,1002.37
AT5G18530,119.98,145.41,162.86,102.71,118.92,160.26,140.9,121.55
AT5G18540,22.58,22.02,23.95,26.88,35.97,31.92,34.17,25.05
AT5G18550,151.13,109.14,93.52,133.12,156.13,151.11,136.65,81.39
AT5G18560,150.77,95.34,70.68,62.84,41.04,35.35,37.35,28.45
AT5G18570,113.47,117.16,84.34,100.29,97.22,96.76,75.91,67.49
AT5G18580,1026.27,1137.99,1716.5,1299.68,1169.84,1185.99,1078.87,943.85
AT5G18590,271.69,466.82,563.92,119.65,292.6,152.79,253.94,430.52
AT5G18600,40.14,42.58,45.83,39.66,38.78,66.65,39.01,42.49
AT5G18610,29.43,26.13,25.41,28.27,27.67,26.55,25.81,26.78
AT5G18620,348.34,556.31,513.99,403.62,369.85,437.61,357.88,272.36
AT5G18630,238.83,381.58,314.35,218.28,342.48,250.23,247.93,410.2
AT5G18640,76.54,175.55,126.21,125.53,233.58,182.12,193.58,208.58
AT5G18650,1440.59,1046.36,968.1,1409.51,1099.2,1479.93,2017.47,2077.63
AT5G18660,81.77,50.67,32.06,118.01,90.93,103.44,65.2,44.59
AT5G18670,1508.71,1153.4,1496.91,285.12,294.39,251.57,245.83,538.77
AT5G18680,2201.78,2150.9,3380.56,1414.69,1146.42,1446.12,1608.57,1079.32
AT5G18690,141.67,249.14,105.32,209.93,310.52,396.13,66.83,48.81
AT5G18750,172.19,119.34,212.56,139.21,117.39,166.41,113.09,122.02
AT5G18760,94.71,119.61,93.22,81.01,78.3,98.19,61.7,98.45
AT5G18770,98.82,147.8,135.05,75.69,94.94,106.73,136.37,60.82
AT5G18780,674.61,1828.68,1490.76,185.24,617.34,676.24,1119.83,364.17
AT5G18790,71.08,55.07,65.16,365.67,505.16,292.45,616.14,166.8
AT5G18800,1559.37,709.1,647.29,2927.66,2613.88,2330.19,3039.92,2401.11
AT5G18820,41.23,41.24,32.14,35.71,37.48,31.21,39.25,27.45
AT5G18830,368.48,386.98,469.84,457.42,308.6,412.99,424.75,415.31
AT5G18840,49.07,87.88,78.47,62.57,68.19,48.02,73.5,199.64
AT5G18850,90.81,197.38,69.62,319.4,386.24,226.05,298.99,293.96
AT5G18860,542.1,829.57,1069.09,284.81,403.01,340.63,461.87,634.05
AT5G18900,425.17,548.84,439.08,859.85,532.1,634.61,571.19,1148.16
AT5G18930,36.88,31.51,27.14,55.79,32.68,28.32,32.65,26.5
AT5G18940,332.42,239.81,222.9,295.65,234.65,289.41,298.06,307.43
AT5G18950,43.04,30.76,35.69,48.73,36.97,54.37,56.15,52.86
AT5G18960,45.34,37.08,47.13,102.48,56.61,57.71,40.75,75.42
AT5G18970,300.14,184.49,92.82,500.06,185.18,126.6,151.04,84.4
AT5G19000,352.89,391.34,403.12,268.79,368.15,356.87,443.98,300.82
AT5G19010,745.96,593.46,986.26,684.86,473.01,863.37,599.03,761.17
AT5G19020,61.42,58.86,76.09,42.77,50.37,45.88,63.38,48.33
AT5G19030,27.41,29.37,25.8,37.74,45.13,43.45,43.6,33.28
AT5G19040,78.95,49.6,48.24,108.54,214.21,729.38,53.3,93.05
AT5G19050,529.87,359.84,653.71,361.24,290.48,254.38,263.24,584.75
AT5G19070,235.29,200.98,256.41,122.41,82.75,107.1,93.96,93.02
AT5G19090,306.76,293.39,150.27,389.56,218.44,122.72,173.95,134.92
AT5G19100,293.98,122.15,78.03,137.66,110.17,143.89,86.19,83.26
AT5G19110,882.6,2003.26,728.98,406.86,393.22,285.2,395.34,166.24
AT5G19120,3391.75,2529.97,2406.34,3469.14,1399.91,1937.02,1424.4,3662.95
AT5G19130,309.53,379.69,274.2,310.11,222.98,253.66,223.09,254.68
AT5G19140,590.36,341.89,830.07,388.48,263.35,240.14,266.81,99.77
AT5G19150,513.53,397.57,304.49,303.14,273.87,286.56,229.96,267.26
AT5G19180,386.49,371.35,358.33,299.31,226.38,254.78,244.81,354.02
AT5G19200,78.61,49.57,51.41,83.2,51.19,51.1,54.41,74.7
AT5G19210,58.87,76.72,63.54,44.35,54.43,56.83,66.47,51.66
AT5G19220,31.56,29.29,40.97,27.6,26.46,28.06,27.58,48.08
AT5G19240,238.6,267.49,406.79,328.04,481.28,355.18,448.7,1998.69
AT5G19250,670.79,822.73,514.68,510.28,748.01,756.38,765.93,1598.14
AT5G19260,166.02,134.72,73.03,229.78,116.85,127.92,88.91,100.54
AT5G19280,248.24,270.57,251.87,227.63,280.1,307.54,288.88,247.8
AT5G19290,511.24,565.43,513.39,368.1,257.22,246.92,234.34,115.5
AT5G19300,205.72,190.8,151.98,337.86,277.46,198.08,247.14,174.22
AT5G19310,29.54,53.99,34.31,52.06,93.08,73.03,111.16,45.73
AT5G19320,102.94,145.21,69.29,362.23,197.92,233.57,235.96,236.87
AT5G19330,662.4,454.83,504.22,513.67,360.91,320.79,249.16,371.56
AT5G19340,100.72,183.33,119.72,63.49,70.64,77.21,119.32,386.68
AT5G19350,1044.68,828.11,680.31,1051.18,765.68,749.08,834.25,745.96
AT5G19370,863.91,726.43,845.15,766.48,618.45,633.54,621,501.76
AT5G19380,329.42,569.88,618.93,210.12,248.07,281.1,257.59,172.19
AT5G19400,112.11,111.24,146.53,135.78,95.96,136.12,115.46,170.05
AT5G19410,457.51,469.45,1939.51,134.55,139.35,137.75,198.58,70.41
AT5G19420,134.17,142.56,174.95,102.15,105.82,110.77,72.24,94.88
AT5G19430,267.7,250.26,346.12,127.08,121.51,124.79,178.6,182.13
AT5G19440,2100.37,1556.94,1283.78,2149.93,2213.25,2474.67,1938.92,2217.33
AT5G19450,98.08,172.42,81,279.23,202.96,227.14,172.37,366.59
AT5G19470,71.55,49.03,45.02,66.81,63.12,86.11,101.62,74.33
AT5G19480,111.67,124.11,87.88,118.93,164.61,132.55,163.29,111.47
AT5G19500,137.58,135.77,158.24,72.16,98.88,83.8,87.84,101.43
AT5G19510,2838.05,4981.44,3387.85,4485.86,3589.23,3744.75,5197.28,2882.27
AT5G19520,555,863.95,2113.57,198.28,343.22,379.93,579.52,505.44
AT5G19530,1351.72,1305.9,331.46,1076.57,304.04,155.21,188.95,90.81
AT5G19540,456.95,423.83,323.98,290.49,185.09,215.58,231.2,156.94
AT5G19550,1158.16,871.52,1013.18,1037.44,895.25,1797.66,869.5,1098.36
AT5G19560,22.06,24.98,24.82,21.78,29.85,29.48,33.64,23.58
