AtGeneID,At_RT_35S,At_RT_V,At_RT_EN,At_MZ,At_EP,At_PH,At_MCO,At_COR
AT3G07200,261.59,307.02,197.48,352.86,310.39,283.49,230.1,155.96
AT3G07230,386.12,366.05,214.43,1173.2,1759.51,952.97,1336.61,941.37
AT3G07260,58.03,42.19,58.76,87,65.37,65,58.81,88.55
AT3G07270,333.78,208.09,316.01,511.17,291.55,324.95,320.55,440.39
AT3G07280,43.03,60.59,51.27,27.07,69.48,49.91,56.13,36.71
AT3G07300,241.26,259.56,309.44,320.39,239.79,301.86,209.73,279
AT3G07310,325.61,239.96,157.87,323.96,211.83,346.6,179.02,317.87
AT3G07320,1570.73,1180.86,1458.26,1093.2,909.09,673.38,761.64,694.64
AT3G07330,166.22,158.89,252.21,161.76,116.25,143.37,150.94,203.23
AT3G07340,61.91,40.8,54.05,128.3,116.92,69.62,67.42,148.54
AT3G07350,1984.93,1850.62,1700.24,621.65,664.31,1158.61,886.34,458.43
AT3G07360,179.97,217.15,125.98,289.07,204.03,340.12,139.06,161.63
AT3G07370,71.82,55.21,68.15,59.16,43.68,47.55,48.6,75.24
AT3G07390,152.94,109.87,182.05,184.43,137.6,61.21,95.58,104.81
AT3G07400,356.8,301.57,812.78,199.96,229.08,221.59,257.35,176.18
AT3G07410,766.05,446.11,223.61,801.06,584.61,167.75,352.2,142.62
AT3G07420,345.03,237.23,298.66,225.89,151.93,106.86,122.38,53.29
AT3G07430,544.27,482.28,397.64,425.72,440.18,423.97,336.89,230.23
AT3G07440,50.32,50.48,52.6,51.94,52.98,46.61,50.94,35.73
AT3G07470,416.24,402.09,440.38,446.78,426.76,360.9,553.48,810.91
AT3G07480,1004.82,1257.43,1005.4,1763.16,1849.18,2064.94,2246.5,1892.27
AT3G07490,21.18,22.84,16.92,25.98,31.04,43.3,61.98,22.28
AT3G07510,234.21,202.07,140.33,149.24,114.57,88.37,100.71,94.72
AT3G07530,159.53,190.9,247.57,135.97,182.61,170.02,178.52,131.43
AT3G07540,132.73,92.85,62.48,168.52,100.52,59.45,70.17,42.77
AT3G07550,189.94,252.31,165.49,142.14,148.7,189.71,214.56,156.02
AT3G07560,530.58,416.52,336.7,715.73,294.98,366.37,401.51,697.72
AT3G07565,105.64,89.61,129.72,231.04,174.07,193.3,153.95,250.85
AT3G07570,543.46,485.59,496.6,581.34,602.28,798.47,858.31,890.23
AT3G07580,80.91,74.54,72.32,158.92,162.68,125.03,160.03,204.1
AT3G07590,28.7,33.24,22.13,105.02,81.63,53.56,89.48,38.63
AT3G07600,38.92,46.43,64.28,37.78,49.88,53.44,77.49,105.07
AT3G07610,38.08,38.94,40.93,61.02,50.35,61.71,36.95,90.47
AT3G07630,193.09,179.32,271.23,244.59,181.71,233.94,272.23,259.29
AT3G07640,386.04,294.26,298.68,349.55,425.73,582.05,529.62,209.13
AT3G07650,67.44,59.2,83.63,86.29,81.49,167.56,74.25,112.54
AT3G07660,236.39,155.52,278.3,139.8,105.62,65.28,102.37,138.75
AT3G07670,47.22,68.46,48.57,77.16,67.81,96.2,72.38,53.39
AT3G07680,1513.38,1433,2116.31,851.33,1019.15,1054.77,1129.24,986.09
AT3G07690,395.78,546.43,876.52,190.12,274.92,260.94,332.17,349.69
AT3G07700,84.55,92.72,112.09,87.14,104.17,125.11,111.14,146.79
AT3G07720,395.4,262.36,233.98,425.48,257.94,537.54,273.09,1265.23
AT3G07730,25.94,25.62,23.66,25.49,25.31,23.65,22.04,28.52
AT3G07740,124.66,103.85,55.63,183.96,164.49,159.59,112.09,155.54
AT3G07750,141.51,104.3,147.43,233.25,205.96,173.16,211.96,139.36
AT3G07760,420.37,482.1,451.64,515.12,358.41,337.11,374.66,481.6
AT3G07770,535.07,754.84,1179.03,548.51,480.21,623.34,519.85,362.94
AT3G07780,217.6,207.19,140.8,185.73,284.28,258.05,219.25,294.59
AT3G07790,626.94,459.22,830.61,502.23,508.43,666.74,437.41,458.2
AT3G07800,1036.74,362.46,118.65,1594.55,817.46,722.83,699.74,726.05
AT3G07810,270.33,242.74,232.67,289.82,213.67,225.05,190.83,317.8
AT3G07860,43.04,65.07,50.72,42.83,82.06,64.69,71.77,39.54
AT3G07870,60.97,97.84,63.93,66.25,91.73,76.37,73.96,111.55
AT3G07880,594.98,366.7,457.44,1481.21,1008.64,1235.61,1322.29,749.98
AT3G07890,173.21,81.87,263.09,148.76,166.25,144.17,231.45,279.37
AT3G07900,95.5,128.08,378.85,48.84,88.24,126.97,128.21,159.6
AT3G07910,444.06,497.08,184.59,1759.41,1225.03,1075.63,1109.65,1141.73
AT3G07930,85.54,70.57,78.2,91.31,71.63,105.62,62.39,101.24
AT3G07940,190.71,136.56,122.67,148.58,123.82,110.75,115.89,297.41
AT3G07950,147.48,121.86,111.37,202.7,104.48,82.86,96.17,249.55
AT3G07960,66.18,128.05,132.01,41.94,56.15,47.04,58.14,42.51
AT3G07970,36.53,40.04,129.57,45.4,37.5,29.24,44.4,26.68
AT3G07980,156.13,164.89,208.85,62.54,32.63,57.23,44.14,49.24
AT3G07990,260.61,321.64,330.18,134.86,128.96,97.74,127.66,278.41
AT3G08000,44.39,38.59,38.72,30.16,32.37,31.29,31.57,28.96
AT3G08010,279.35,157.54,165.07,240.27,188.35,217.18,158.25,192.42
AT3G08020,40.7,42.59,44.91,33.89,27.16,29.26,23.85,41.41
AT3G08030,1780.5,1161.75,1048.21,1612.98,943.98,556.89,894.04,549.59
AT3G08040,2871.81,2396.29,2956.72,980.23,893.14,763.45,889.01,297.27
AT3G08490,110.88,103.29,41.85,65.89,30.9,32.22,34.76,29.1
AT3G08510,324.45,345.88,177.34,1205.37,575.31,569.03,465.4,1074.55
AT3G08550,784.05,834.71,907.7,732.27,530.36,648.53,538.97,653.28
AT3G08570,93.25,98.95,107.59,121.3,99.33,74.13,82.53,54.46
AT3G08580,15047.55,16647.69,18159.86,17127.51,12649.81,15947.64,16746.2,16413.6
AT3G08590,7288.78,12302.3,12444.52,4182.81,7618.35,7681.18,13033.57,7049.33
AT3G08600,191,311.49,176.37,180.36,235.34,191.38,268.86,219.41
AT3G08610,815.36,785.31,695.52,3928.01,4117.72,2346.86,3783.94,3781.55
AT3G08620,41.4,81.47,49.38,97.1,79.29,69.49,67.52,83.23
AT3G08630,362.72,397.07,378.13,296.97,203.27,251.03,149.32,216.21
AT3G08640,483.02,314.75,238.11,1109.23,425.91,433.76,379.71,499.93
AT3G08650,2412.89,1722.09,2675.16,1429.91,757.79,1108.65,1055.15,1516.58
AT3G08660,20.11,20.88,21.01,21.91,19.81,20.09,19.53,18.79
AT3G08670,66,71.82,63.16,63.62,78.43,116.39,92.62,104.33
AT3G08680,969.96,1005.68,718.89,778.72,655.45,1027.23,762.68,543.97
AT3G08690,643.59,323.19,313.34,674.56,822.73,1253.36,448.18,512.85
AT3G08700,38.36,27.72,25.25,36.06,40.91,73.79,28.52,38.83
AT3G08710,748.98,692.05,432.15,901.48,991.68,1269.69,843.66,626.79
AT3G08720,1274.49,1246.17,1040.93,443.32,432.03,391.47,519.51,631.05
AT3G08730,604.36,920.39,768,341.17,387.67,360.28,442.16,418
AT3G08740,254.08,139.35,205.23,237.33,163.51,172.21,199.82,178.71
AT3G08760,361.72,269.11,279.35,382.53,199.93,265.57,272.57,390.85
AT3G08770,36.77,39.68,42,30.49,71.88,35.27,161.53,24.37
AT3G08780,84.78,78.46,98.09,94.66,81.04,85.76,82.29,80.36
AT3G08800,68.65,90.04,78.91,79.34,74.4,79.32,66.27,83.84
AT3G08810,41.88,36.74,33.13,27.42,26.06,27.53,24.65,33.7
AT3G08820,53.78,75.83,61.66,52.6,61.88,59.63,64,49.24
AT3G08840,30,26.03,29.69,23.93,24.68,31.28,27.52,27.88
AT3G08850,196.01,200.67,251.84,209.11,125.28,169.12,122.87,212.49
AT3G08860,62.68,112.62,94.87,40.22,103.54,48.99,75.19,214.47
AT3G08880,14.9,14.68,13.45,28.43,16.37,13.53,17.69,17.41
AT3G08890,91.6,91.09,64.73,111.28,88.48,102.01,92.21,158.77
AT3G08910,145.55,111.34,97.93,110.17,88.67,66.42,70.07,110.83
AT3G08920,93.49,88.28,65.08,104.21,87.61,87.47,82.25,79.52
AT3G08930,2311.19,1508,1543.14,1524.58,739.17,822.36,720.28,1278.32
AT3G08940,40.89,44.3,38.73,38.54,60.55,55.99,75.93,257.59
AT3G08950,230.29,121.52,190.49,212.24,252.2,217.59,248.47,190.45
AT3G08970,43.07,33.24,54.28,30.12,33.88,29.46,27.79,43.06
AT3G08980,157.52,131.4,163.95,205.86,150.9,154.49,259.8,137.03
AT3G08990,67.17,75.85,50.57,65.56,73.06,57.43,75.64,44.5
AT3G09000,574.86,547.01,739.28,247.72,299.53,322.59,510.46,362.3
AT3G09010,110.19,118.2,216.49,85.59,156.85,96.96,184.66,161.92
AT3G09020,36.42,43.51,43.94,41.58,47.63,46.83,57.55,124.48
AT3G09030,61.65,50.22,63.86,77.32,58.48,75.24,67.03,80.65
AT3G09050,17.16,16.65,17.6,16.41,15.57,17.13,15.83,18.39
AT3G09070,53.91,54.02,54.77,163.86,84.52,56.08,58.39,51.4
AT3G09085,117.31,131.44,126.57,242.65,190.17,143.05,194.46,274.73
AT3G09090,661.58,908.19,1050.97,488.66,312.36,411.54,288.49,394.74
AT3G09100,50.52,44.3,68.38,83.65,65.52,87.49,74,75.37
AT3G09150,50.55,41.93,34.66,56.91,48.73,72.52,40.64,36.05
AT3G09180,338.57,231.51,279.37,256.57,224.19,234.99,193.19,240.32
AT3G09200,16089.27,16471.43,18805.69,11081.75,7716.01,8291.56,10267.49,6276.86
AT3G09210,181.02,172.91,161.18,194.34,183.48,127.86,150.41,174.09
AT3G09220,1291.74,2459.04,4525.19,809.16,2326.67,2379.26,3470.98,1362.44
AT3G09240,89.7,211.24,252.02,62.71,172.69,189.2,223.99,93.79
AT3G09250,65.81,71.7,52.8,59.5,49.41,69.62,56.95,42.76
AT3G09260,17500.58,15237.98,16527.17,23817.32,20033.02,19630.6,20162.68,23468.77
AT3G09270,327.88,743.22,819.64,1584.9,2362.21,1131.8,1683.89,2706.19
AT3G09300,1787.97,1631.17,2171.65,1202.74,1204.12,1443.37,1402.4,1955.84
AT3G09310,34.4,59.25,35.28,24.31,55.38,32.62,50.14,30
AT3G09320,172.27,288.28,267.6,260.75,214.37,180.04,275.23,240.29
AT3G09330,86.45,129.37,108.4,56.51,54.62,65.51,83.02,73.36
AT3G09350,124.66,127.32,126,212.57,155.33,198.99,168.9,170.34
AT3G09360,59.75,49.68,40.64,45.64,51.66,46.96,48.67,51.07
AT3G09370,44.84,35.28,39.19,32.33,36.89,42.46,42.8,43.94
AT3G09390,138.52,91.66,91.17,691.07,1965.35,1031.42,668.06,1157.44
AT3G09440,1210.37,967.39,1144.04,1261.06,769.88,780.1,571.13,887.52
AT3G09460,90.58,75.79,49.12,499.7,562.91,358.31,511.45,381.93
AT3G09470,277.09,318.98,334.86,359.23,230.98,225.98,228.05,498.13
AT3G09480,56.34,78.33,40.03,66.44,85.42,62.31,104.28,75.05
AT3G09490,58.45,90.35,79.52,86.46,141.4,95.53,152.66,392.87
AT3G09500,1704.52,2808.27,2570.19,3325.59,4415.35,2930.73,6419.6,1964.77
AT3G09540,518.09,269.64,256.91,390.5,418.47,806.88,167.95,194.23
AT3G09550,52.93,47.08,46.95,36.73,39.56,42.9,38.48,52.17
AT3G09560,113.31,118.55,193.72,77.36,84.54,100.02,146.8,80.75
AT3G09570,778.36,581.58,757.56,1018.25,464.57,584.4,416.23,931.56
AT3G09580,33.78,40.09,33.9,37.63,29.74,33.56,32.15,30.91
AT3G09610,17.27,27.11,21.38,15.4,20.22,17.67,19.44,23.73
AT3G09630,8509.96,10260.81,12517.16,6307.73,5549.43,7442.7,8894,4416.59
AT3G09650,139.83,88.3,87.47,263.8,190.54,246.48,170.75,260.54
AT3G09660,127.56,102.4,97.82,60.8,64.18,65.3,72.44,57.85
AT3G09670,121.37,86.2,101.18,74.12,52.68,61.28,57.16,66.35
AT3G09680,3189.73,5751.43,3213.68,11451.34,10210.17,9765.83,13902.76,8553.67
AT3G09690,260.55,190.86,186.55,289.47,353.99,731.68,365.7,260.76
AT3G09700,83.66,83.22,68.41,91.04,99.53,80.12,163.54,62.18
AT3G09710,48.25,99.13,83.1,46.4,71.47,51.13,60.92,66.14
AT3G09720,82.4,86.03,117.21,72.22,79.17,63.85,70.27,45.89
AT3G09730,91.36,41.15,62.64,84.44,49.88,36.78,62.15,56.06
AT3G09735,276.46,334.29,250.77,836.92,804.72,551.49,910.12,957.95
AT3G09740,848.05,657.98,862.95,879.4,603.15,771.36,683.26,877.5
AT3G09760,101.5,44.37,53.88,57.36,31.36,40.71,32.8,37.19
AT3G09770,339.19,559.34,402.46,554.51,746.16,1426.33,391.24,360.09
AT3G09780,106.8,105.59,120.98,90.48,100.09,85.98,134.85,221.57
AT3G09800,440.04,293.64,265.46,716.38,427.03,434.08,357.9,694.65
AT3G09805,1561.2,751.47,1393.75,1118.12,904.72,1274.22,1245.05,1442.92
AT3G09820,4981.82,4766.59,3207.92,8558.18,6054.93,7592.42,5206.4,4958.39
AT3G09830,239.09,386.16,243.43,204.29,230.85,186.38,173.02,350.24
AT3G09840,7847.58,7125.49,8821.64,5398.95,4195.56,4911.34,4010.05,5315.89
AT3G09850,1316.32,1170.16,1847.73,712.43,805.73,771.78,717.95,779.43
AT3G09860,45.9,36.76,39.86,42.74,35.74,37.27,41.25,34.54
AT3G09880,191.53,214.63,223.4,207.71,311.14,308.04,588.41,306.17
AT3G09890,153.75,166.52,174.43,174.77,170.37,183.49,278.61,136.65
AT3G09900,262.96,224.37,183.72,790.7,825.06,1036.6,719.11,287.52
AT3G09910,65.11,245.75,151.16,44.71,132.72,70.95,135.47,102.48
AT3G09920,238.29,224.23,530.96,109.82,204.96,355.07,175.75,193.51
AT3G09940,605.16,1259.4,1106.58,405.54,528.78,474.11,804.05,4050.35
AT3G09960,64.57,73.04,126.73,107.8,195.98,123.71,167.01,461.26
AT3G09970,389.88,280.78,348.84,542.21,706.02,495.41,672.27,724.54
AT3G09980,139.69,142.46,80.24,343.51,188.63,295.94,161.51,140.74
AT3G10010,44.05,45.6,95.12,47.49,44.12,42.67,43.09,47.66
AT3G10020,175.58,196.16,107.59,664.21,385.67,382.93,315.04,1232.74
AT3G10030,197.68,152.86,120.06,261.74,165.19,263.38,214.72,277.06
AT3G10040,49.93,60.93,50.5,60.63,71.8,39.15,51.04,43.48
AT3G10050,358.57,224.8,292.25,282.59,131.93,104.24,142.06,97.03
AT3G10060,94.07,86.92,78.65,69.67,76.25,68.62,63.99,84.09
AT3G10070,61.92,57.59,70.67,42.42,72.37,77.89,75.9,38.64
AT3G10080,223.84,368.92,58.85,521.49,161.61,102.77,151.71,99.44
AT3G10090,363.99,372.25,247.13,1063.32,1157.51,749.7,1577.74,724.22
AT3G10120,50.86,57.91,39.15,105.69,48.85,38.65,40.47,33.68
AT3G10140,236.97,197.53,258.48,272.21,214.68,211.22,238.83,209.65
AT3G10160,437.32,321.68,419.74,191.93,190.61,219.68,263.29,136.86
AT3G10180,98.61,68.93,93.14,55.93,60.67,40.42,46.66,32.85
AT3G10190,181.38,105.64,59.68,234.54,107.64,48.85,71.01,91.42
AT3G10200,58.37,34.17,36.2,41.51,38.03,49.12,28.44,28.62
AT3G10210,219.17,216.82,166.72,263.41,238.02,222.04,197.86,200.51
AT3G10220,73.76,89.27,86.92,136.14,138.39,118.28,109.57,148.2
AT3G10230,1033.16,495.82,722.2,802.8,344.28,428.73,386.06,669.94
AT3G10250,391.53,241.41,261.08,385.85,245.75,494.79,159.52,235.26
AT3G10260,566.12,1007.73,754.38,1243.84,1470.66,1376.57,1654.65,2469.29
AT3G10270,191.68,194.49,328.21,139.94,103.03,111.92,84.76,120.4
AT3G10300,120.78,103.16,122.58,99.15,98.96,77.18,102.24,146.09
AT3G10310,38.67,41.19,57.98,35.71,36.32,33.76,48.02,25.1
AT3G10320,37.82,46.83,38.64,51.08,55.1,57.09,69.61,82.69
AT3G10330,572.68,263.1,260.94,468.55,435.91,488.44,326.67,399.84
AT3G10340,2163,2057.14,1984.75,1620.84,711.85,696.1,709.69,269.23
AT3G10350,259.08,356.62,271.21,258.2,251.88,293.37,228.74,246.6
AT3G10360,59.49,61.29,54.94,58.06,52.21,61.73,55.44,71.86
AT3G10370,258.41,324.28,264.28,325.6,190.29,252.94,229.35,370.45
AT3G10380,686.05,301.54,518.33,606.17,373.57,397.95,329.88,625.09
AT3G10390,74.39,67.16,90.87,54.82,45.49,57.56,47.39,56.21
AT3G10400,66.63,63.78,40.03,66.57,54.26,45.23,52.84,56.12
AT3G10410,1311.43,657.97,773.51,1807.4,994.28,1572.18,516.8,1289.75
AT3G10420,153.05,163.44,304,79.11,115.03,123.91,140.46,178.95
AT3G10450,27.88,27.69,27.29,28.09,27.34,25.04,25.94,26.85
AT3G10470,52.52,73.66,66.1,43.32,40.92,45.5,47.53,44.6
AT3G10490,28.45,27.92,21.97,79.86,53.24,61.54,54.52,58.11
AT3G10500,1634.11,2150.48,3327.16,1012.06,2617.14,1809.71,2687.19,1596.95
AT3G10520,33.91,37.97,35.22,39.33,40.24,37.76,61.3,139.94
AT3G10525,115.66,387.36,257.83,105.02,167.53,145.6,296.18,407.95
AT3G10530,147.27,202.64,190.82,180.17,183.19,171.36,195.64,154.81
AT3G10540,109.19,64.48,71.06,75.25,49.12,63.64,68.05,83.73
AT3G10550,85.47,138.08,167.05,92.81,155.46,152.37,189.1,188.61
AT3G10570,25.13,22.44,24.46,21.14,22.46,20.79,20.32,23.42
AT3G10600,42.5,40.6,48.65,35,39.09,46.89,36.01,38.74
AT3G10610,664.21,781.97,364.84,2168.9,2253.73,1483.52,2254.35,997.81
AT3G10620,196.99,154.73,137.13,318.49,382.73,405.16,279.49,222.72
AT3G10630,172.56,294.08,109.22,447.88,284.05,262.52,205.74,437.71
AT3G10640,284.5,378.75,418.19,386.66,358.56,354.45,734.9,606.2
AT3G10650,176.2,159.84,276.91,208.01,184.81,248.94,107.32,191.3
AT3G10660,93.77,141.4,150.15,68.96,88.26,94,182.07,167.4
AT3G10670,276.06,184.22,152.9,459.17,322.33,386.25,397.24,457.22
AT3G10680,72.58,32.52,30.2,49.82,56.28,31.58,43,27.81
AT3G10690,236.83,305.56,335.35,316.36,220.05,268.56,217.21,158.18
AT3G10700,109.87,82.19,81.46,105.68,75.78,63.99,73.75,70.37
AT3G10710,65.36,309.8,227.08,49.2,78.76,134.02,133.69,41.74
AT3G10720,561.26,244.45,458.83,221.91,156.51,136.36,164.79,90.79
AT3G10730,387.45,313.63,410.11,279.21,194.49,166.08,152.09,250.46
AT3G10740,1511.23,1633.07,2055.43,879.99,656.35,723.07,913.71,618.99
AT3G10760,549.71,1001.03,594.76,271.08,402.96,556.7,492.93,291.67
AT3G10770,2198.85,2169.82,1846.19,1789.61,1784.39,2843.72,1873.51,1612.93
AT3G10800,991.85,760.97,779.82,656.55,544.29,630.67,489.28,725.23
AT3G10810,423.27,517.93,452.34,366.84,477.84,573.27,475.69,281.86
AT3G10830,28.28,29.04,33.16,20.5,19.38,20.32,19.03,19.56
AT3G10840,32.79,28.88,26.36,28.18,28.01,26.99,29.5,28.72
AT3G10850,587.01,577.81,291.23,1242.53,689.65,1023.19,556.83,862.43
AT3G10860,2200.19,2201.34,1179.37,4743.31,7069.58,5479.54,4751.79,4486.3
AT3G10880,15.62,15.11,15.26,23.55,19.28,14.97,17.76,16.98
AT3G10910,151.18,88.62,286.57,337.09,582.7,1447.99,386.11,373.7
AT3G10920,814.87,1229.39,563.58,2475.99,1275.95,2212.54,1409.62,1873.17
AT3G10930,60.96,64.11,45.52,69.15,126.84,52.34,103.71,134.74
AT3G10940,433.12,309.67,234.21,468.55,360.13,268.09,275.73,223.71
AT3G10960,98.5,149.02,76.19,115.32,71.82,72.04,80.5,95.47
AT3G10970,266.28,240.83,217.46,172.87,145.37,146.02,121.13,141.59
AT3G10980,403.41,261.82,252.62,456.47,251.76,203.14,354.19,359.56
AT3G11010,36.52,91.63,100.33,25.7,45.1,36.06,54.47,34.6
AT3G11020,33.7,32.63,33.61,38.97,40,42.23,37.82,41.04
AT3G11040,92.4,84.5,141.89,46.92,72.81,55.38,68.3,74.26
AT3G11050,68.85,116.38,137.43,63.75,101.21,76.4,124.65,69.87
AT3G11080,19.09,26.66,22.28,15.17,15.79,19.25,18.97,17.11
AT3G11090,51.66,51.44,49.68,49.87,49.97,48.21,44.96,51.68
AT3G11100,39.68,43.3,32.95,78.65,68.13,85.38,71.75,80.3
AT3G11110,48.42,41.96,41.65,44.35,35.57,39.18,38.78,43.37
AT3G11120,17.42,19.37,16.92,1071.73,1241.61,672.93,1420.89,746.37
AT3G11130,689.67,784.03,1046.29,2212.02,936.45,1671.52,1017.72,2307.37
AT3G11170,172.13,151.59,173.76,116.57,86.24,110.08,115.27,91.84
AT3G11200,377.63,439.12,321.19,304.54,263.92,246.42,202,294.06
AT3G11210,74.06,109.14,154.21,45.15,53.84,50.46,77.67,78.66
AT3G11230,322.29,422.03,335.06,748.43,830.62,605.19,801.59,810.07
AT3G11240,137.47,128.66,123.58,100.52,156.03,131.26,175.71,127.27
AT3G11250,854.99,789.79,667.79,870.4,532.61,643.43,630.85,375.94
AT3G11270,486.99,284.42,278.23,534.82,347.18,507.65,404.2,476.05
AT3G11280,861.57,1080.16,627.42,1020.96,1174.15,2481.59,1142.79,1817.08
AT3G11290,58.94,61.44,55.59,73.61,74.39,87.74,67.46,72.02
AT3G11320,344.86,390.31,584.47,280.56,390.47,346.82,469.28,468.2
AT3G11330,450.31,501.5,668.3,246.01,302.45,315.2,276.86,590.81
AT3G11340,375.72,723.18,1320.57,504.4,671.28,1135.35,1281.16,4746.68
AT3G11370,51.19,93.79,107.13,22.67,29.69,59.75,67.73,28.85
AT3G11390,29.85,47.22,43.7,26.24,32.43,34.4,39.67,28.62
AT3G11400,1108.95,1326.11,1443.02,2078.24,1411.61,1258.36,1558.96,1262.66
AT3G11410,176.86,218.77,170.23,449.37,316.43,317.35,346.48,504.6
AT3G11420,221.73,319.5,319.04,297.83,288.65,331.72,375.49,171.3
AT3G11430,330.54,426.71,1544.19,305.63,223.39,265.93,279.35,90.43
AT3G11440,95.99,166.03,195.02,51.99,89.18,83.38,94.43,53.6
AT3G11450,264.9,341.2,277.38,417.05,338.56,272.41,287.75,313.31
AT3G11490,427.31,309.49,233.46,673.25,280.9,183.37,270.58,312.99
AT3G11500,416.08,178.99,162.03,839.27,904.98,676.87,698.31,458.02
AT3G11510,1065.67,1388.65,1655.29,2598.05,1885.66,2030.6,3445.03,1318.34
AT3G11520,723.69,586.32,531.03,466.47,292.79,217.41,337.87,101.99
AT3G11530,354.45,322.94,290.57,450.1,382.06,481.65,325.56,417.58
AT3G11540,264.27,322.66,304.54,283.77,214.02,270.93,228.6,238.68
AT3G11550,291.51,627.22,2244.79,185.96,124.25,207.97,156.81,72.98
AT3G11560,345.69,291.77,604.8,341.55,307.06,294.3,315.72,376.08
AT3G11580,21.83,26.43,37.93,25.58,24.83,27.81,32.69,51.37
AT3G11590,579.97,442.97,356.34,521.47,432.11,472.61,388.04,377.06
AT3G11600,149.54,76.2,115.13,157.81,166.46,118.29,260.98,364.24
AT3G11620,192.03,178,217.83,118.48,149.19,107.09,140.02,73.89
AT3G11630,1093.32,980.82,972.78,699.85,567.55,488.98,808.68,473.32
AT3G11650,63.91,36.86,27,64.43,36.94,36.37,25.5,25.34
AT3G11660,276.77,357.39,388.85,478.67,254.51,221.31,199.19,209.75
AT3G11670,205.74,192.71,298.33,140.24,96.94,114.99,105.71,204.35
AT3G11690,428.95,577.47,321.97,425.76,327.2,289.88,301.77,502.2
AT3G11700,190.25,267.83,174.79,297.17,260.55,281.87,332.97,278.13
AT3G11710,4066.98,4226.97,5893.41,2146.74,1606.37,1697.69,1593.56,1202.14
AT3G11730,457.32,390.51,331.93,798.23,551.63,760.01,514.58,445.01
AT3G11745,27.15,25.74,26.55,29.12,34.04,27.29,26.14,27.39
AT3G11750,40.57,35.69,22.17,67.96,50.36,25.41,36.73,27.99
AT3G11760,454.06,520.43,360.54,367.35,287.25,257.18,319.94,234.2
AT3G11770,604.85,419.92,487.87,637.52,704.32,825.2,664.78,468.63
AT3G11780,409.97,369.13,526.52,416.17,410.74,385.8,437.25,714.55
AT3G11820,161.17,137.32,112.58,188.06,89.36,103.83,119.05,213.12
AT3G11830,1350.46,1882.5,1147.67,1777.45,1118.93,1131.18,1219.61,1114.23
AT3G11840,110.9,96.17,83.29,108.65,109.84,136.85,93.51,252.42
AT3G11850,179.01,126.34,164.13,135.74,103.97,132.1,111.84,147.95
AT3G11880,265.66,379.34,322.64,255.85,361.75,332.49,358.77,244.19
AT3G11900,261.91,545.44,328.98,282.22,337.61,451.07,398.71,1291.05
AT3G11910,1054.43,993.1,1168.39,1362.2,1171.41,1203.15,1015.74,1243.64
AT3G11930,3572,2356.43,870.88,2803.57,646.43,670.2,941.35,273.19
AT3G11950,541.11,409.62,1492.94,480.29,546.95,452.16,677.31,869.77
AT3G11960,228.45,196.57,366.33,198.71,129.34,194.85,191.8,162.56
AT3G11964,308.09,619.25,779.29,464.91,531.14,493.35,516.92,328.8
AT3G12010,461.43,438.53,679.64,281.32,302.25,357.98,336.11,303.79
AT3G12020,24.93,32.22,33.52,30.74,40.35,36.94,39.26,36.29
AT3G12030,109.29,88.92,87.03,215.68,287.26,218.63,258.51,347.22
AT3G12040,58.01,48.06,69.28,60.17,58.08,62.16,63.58,102.52
AT3G12050,2354.89,2342.16,1043.8,2695.7,2424.99,2289.45,2165.91,2384.74
AT3G12070,187.14,179.26,172.58,135.11,175.86,143.95,147.72,113.41
AT3G12080,311.56,286.4,237.5,230.18,235.9,173.87,195.45,264.92
AT3G12090,432.2,513.64,196.58,478.48,474.08,865.5,249.24,200.66
AT3G12100,305.47,821.66,551.57,184.38,262.6,279.79,305.12,198.18
AT3G12110,372.99,423.59,250.45,289.99,148.6,192.63,220.02,155.01
AT3G12120,1709,4256.41,3216.48,3451.86,2728.67,2389.75,2775.56,3119.56
AT3G12130,194.14,191.84,159.71,300.01,181.69,196.46,196.09,191.54
AT3G12140,231.82,297.7,194.71,506.52,373.71,470.43,418.21,430.09
AT3G12150,131.01,112.26,172.83,99.46,83.68,94.22,95.11,110.45
AT3G12170,39.75,50.67,41.26,63.83,55.72,40.94,55.33,38.69
AT3G12180,237.58,152.1,108.75,443.7,288,202.66,238.67,197.65
AT3G12200,981.89,521.71,429.81,1068.48,1042.85,1419.98,631.61,571.76
AT3G12210,171.97,115.75,96.13,165.4,139.45,177.87,123.31,98.66
AT3G12230,40.09,42.74,40.53,24.04,31.62,32.44,36.9,23.66
AT3G12250,94.82,78.89,118.54,96.61,82.65,80.29,75.89,89.86
AT3G12260,1677.14,1123.77,862.84,2900.87,2324.95,2071.33,2404.39,2353.27
AT3G12270,530.15,385.59,615.96,310.5,281.86,264.9,326.12,190.07
AT3G12280,431.13,302.93,464.36,211.95,132.26,148.87,174.74,143.08
AT3G12290,4171.84,2520.4,2051.78,3279.26,2140.84,2928.66,2350.63,3757.82
AT3G12300,105.17,109.26,93.91,115.53,86.26,123.03,96.24,121.04
AT3G12320,24.66,25.9,28.6,21.31,22.99,24.12,28.85,57.78
AT3G12340,42.25,47.71,37.13,61.09,64.14,52.13,58.48,42.03
AT3G12350,321.33,319.15,230.58,365,388.02,437.03,355.96,401.89
AT3G12360,1816.3,1454.63,1036.79,993.33,743.63,940.41,643.88,1156.36
AT3G12370,222.3,355.22,243,406.86,389.61,388.53,527.49,278.36
AT3G12380,185.86,250.63,251.23,176.76,161.79,176.07,140.09,152.68
