SlGeneID,Sl_COR,Sl_EN,Sl_EP,Sl_MCO,Sl_MZ,Sl_PH,Sl_V,Sl_QC,Sl_35S
Solyc01g067580.3.1,16.56585256,149.0216643,36.86969741,68.25757631,20.01068992,28.63201921,20.87076687,66.61097114,12.24445497
Solyc01g067590.3.1,11.12013339,17.12679695,14.1796494,13.63553946,14.99599309,9.853503777,6.334131407,10.38126593,14.76031156
Solyc01g067600.3.1,21.77837297,93.9744519,38.15300182,78.54590742,16.5847089,53.34411806,31.74810553,86.05060712,10.83630951
Solyc01g067610.3.1,36.94780123,306.7155768,40.50055092,211.0066229,10.52235016,66.00500735,10.19656056,91.5027184,12.39835813
Solyc01g067620.3.1,0.500621197,4.044445414,2.528250511,7.988034679,7.101673033,17.53594727,24.4580642,18.45487937,21.66436912
Solyc01g067630.3.1,4.028677382,8.280730898,11.06433739,6.097545222,7.919897429,1.262965026,5.667785271,1.119284779,7.041924681
Solyc01g067640.3.1,29.47103686,56.43745516,28.9696317,62.98703608,37.08188797,36.41712202,24.58660486,36.84487249,32.87325437
Solyc01g067650.2.1,0,0,0,0,0,0,0,0,0
Solyc01g067660.3.1,28.52046878,24.74134205,5.878723278,3.552542195,8.327359212,6.892544542,2.314326791,1.106728307,17.27593174
Solyc01g067680.3.1,14.75254165,11.65490758,4.44847033,7.715881314,9.414318443,7.624406039,27.13256548,4.382461847,11.85935428
Solyc01g067690.3.1,2.427793928,1.665937819,5.458940403,0.752316198,1.610045938,0,0,40.6855193,1.719361374
Solyc01g067700.3.1,1.122971532,0.982097767,1.597188016,0.43723288,1.065497234,5.177359458,8.374278724,0,2.16470144
Solyc01g067710.3.1,36.10547232,32.50218029,36.18446412,33.01812782,31.06866656,27.09518699,26.06111057,63.30614469,32.42201439
Solyc01g067720.3.1,35.80452785,15.55754741,34.03588934,38.99926894,50.65495583,61.66821547,37.96024598,10.84223109,60.88320369
Solyc01g067730.3.1,104.5920423,94.29048856,224.9043302,96.97886197,211.2378188,150.3633875,96.53173699,130.9925149,131.7908358
Solyc01g067740.3.1,188.493968,229.3117962,274.0853499,215.721003,263.548251,168.5883016,188.36303,210.7209534,262.6790184
Solyc01g067750.3.1,163.6253994,90.40900481,69.22930888,95.00133849,114.6087805,153.7885233,157.9198708,88.46985004,133.6611546
Solyc09g064400.2.1,0,0,0,0,0,0,0,0,0
Solyc01g067770.2.1,0,0,0,0,0,0,0,0,0
Solyc01g067780.1.1,0,0,0.704673112,0,0.374828483,0,0,0.199315563,0.104455957
Solyc01g067790.3.1,8.443562316,16.80440558,7.47467061,11.41109863,17.25727179,6.955054087,7.522339651,20.5744721,9.246614454
Solyc01g067800.3.1,10.28332906,4.028244603,2.618942901,5.926235616,2.981708589,4.909703517,7.756954827,0.238577523,3.745940611
Solyc01g067820.3.1,1.238631929,1.420043985,5.324702914,0,4.080219379,4.793710189,1.80226351,3.38922153,2.805708439
Solyc01g067830.3.1,8.614889928,10.63415914,11.86441606,0.456791325,9.849370733,1.970723098,0.705211529,0.911272377,8.396821259
Solyc01g067840.2.1,0,0,0,0,0,0,0,0,0
Solyc01g067850.2.1,0,0,0,0,0,0,0.291714222,0,0
Solyc01g067860.3.1,2.524273954,0.4869758,11.255495,1.155633769,1.723651727,0,0,1.761188437,8.256826069
Solyc01g067870.3.1,40.7389248,120.4299086,567.6670629,73.61809749,179.179004,69.80143028,132.3033569,164.2338753,219.1389128
Solyc01g067880.2.1,0,0,0.632990118,0,0,0,0,0,1.233956659
Solyc01g067890.3.1,6.792034855,4.586766881,11.8725956,14.32902862,13.54554507,1.353648612,19.52289019,13.32631371,21.18433298
Solyc01g067900.3.1,35.97835098,6.29379137,81.0479105,5.994758304,103.5774207,29.31038032,19.28735169,12.83938838,75.98077242
Solyc01g067905.1.1,9.389505302,16.34069549,53.53757003,3.655827358,50.34806351,3.208229323,27.91117206,4.664852812,36.87815822
Solyc01g067910.3.1,0,0,0,0,0,0,0,0,0
Solyc01g067920.1.1,0,0,0,0,0,0,0,0,0
Solyc01g067930.3.1,35.20555413,15.71435327,83.09748421,10.29323677,52.80198295,73.36562822,22.15744394,35.26080305,47.86608693
Solyc01g067940.2.1,44.72272952,6.612131033,57.17126308,1.52781244,26.88633526,5.214212296,7.980661263,27.74994158,33.90969324
Solyc01g067945.1.1,0.050304395,0,0,0,0,0.059492372,0,0,0
Solyc01g067980.1.1,0,0,0,0,0,0,0,0,0
Solyc01g067990.1.1,0,0,0,0,0,0,0,0,0
Solyc01g068000.3.1,12.7614612,21.48505343,16.30444097,9.920814465,10.03730936,9.414235286,13.20515512,3.719094571,12.92486104
Solyc01g068010.1.1,0,0,0,0,0,0,0,0,0
Solyc01g068020.3.1,0.084135921,1.827463636,2.113701086,15.04154859,0.728142926,0.521490352,1.655528761,0,2.030230582
Solyc01g068030.3.1,1.297307347,0.114105144,5.639871379,0.62148107,1.327098597,0.139157591,0,2.802715111,2.727174108
Solyc01g068040.1.1,0,0,0,0,0,0,0,0,0
Solyc01g068050.3.1,1.295979739,25.24433974,13.19449412,25.51742879,9.963788112,6.483772374,3.650349366,0.205454492,5.732528594
Solyc01g068060.3.1,15.47242989,21.28057866,22.30997942,1.706789287,5.024363864,2.310792698,0.836883113,172.9747075,16.85438306
Solyc01g068065.1.1,30.20864448,17.06409871,8.808442168,17.84747555,13.10831474,12.21708925,9.893551023,86.68259075,24.58446942
Solyc01g068070.3.1,3.441849711,6.398806465,6.34991004,4.931143521,9.519723268,5.423485558,5.732308774,4.89830769,4.04175759
Solyc01g068080.3.1,2.472544178,2.970075474,0.340630893,6.725186796,3.589668236,0.367265078,0.30409621,0.409197484,1.878326721
Solyc01g068100.3.1,102.3144569,70.66513238,62.66379689,53.17456221,60.4752242,53.62375178,61.72070032,59.26894384,88.36699754
Solyc01g068120.3.1,0,0,0,0,0,0,0,0,0
Solyc01g068110.2.1,0,0,0,0,0,0,0,0,0
Solyc01g068130.3.1,17.68039329,15.20525233,11.67269041,13.29907887,17.88840881,2.744169851,37.86616957,6.399297804,22.08449493
Solyc01g068140.3.1,5.939980848,1.583053513,2.17627276,1.784136601,8.53016141,3.684479215,37.04788742,3.579551676,15.06250433
Solyc01g068150.3.1,9.556990946,0.552708449,2.378833518,1.707015486,5.496479264,1.035158358,0.328045102,12.19409279,4.045242468
Solyc01g068155.1.1,0,0,0,0,17.28297869,2.275880307,0,0,2.00782849
Solyc01g068160.3.1,11.67503187,8.54683721,19.42051404,12.59962101,26.22420395,8.000217784,9.72702658,11.31811852,20.84546491
Solyc01g068170.3.1,9.832877325,22.70280226,4.99024426,11.81301854,7.971805503,5.128242153,5.074909533,0.368024665,7.291121561
Solyc01g068180.3.1,0.337301816,0,1.325640859,3.585583604,3.587227039,0.665395587,0.230935597,0,3.633508445
Solyc01g068190.3.1,1.620245805,0,0.189922002,0,4.454786009,0,0.543486394,0.555294567,1.635004482
Solyc01g068200.3.1,48.60628667,17.03217991,29.36123745,20.06831641,32.05548842,31.43401271,17.9422049,35.55476399,30.50148132
Solyc01g068210.3.1,46.24798606,37.55988777,17.3302255,30.36940115,19.39015441,29.03919899,28.48147111,68.09971272,19.41713855
Solyc01g068240.3.1,17.38103282,4.911390949,10.05011797,10.16499475,29.8515311,19.02234228,11.42972462,37.61031534,9.815753313
Solyc01g068250.2.1,0.121362644,0,2.010835897,0,1.821136154,0,0.228654556,0.357801336,1.280534424
Solyc01g068260.3.1,13.38244968,14.20129715,18.64874301,47.33709857,11.08063793,26.81161336,21.19181808,18.55007155,6.06393353
Solyc01g068263.1.1,14.86876588,21.97543596,20.01287419,33.3434822,12.52016896,5.377813933,6.530832847,18.84847272,6.905043799
Solyc01g068267.1.1,9.113446763,18.49578797,2.024521345,2.349656196,5.844593919,4.179457758,0.155900897,9.259951053,3.683705785
Solyc01g068270.3.1,43.61973926,44.73406786,29.60133082,42.66590231,30.16747765,53.90835145,35.59989198,76.13294136,23.68267662
Solyc01g068280.3.1,11.32790055,11.49860219,16.98246267,10.79811972,39.28363494,28.43301088,23.84167927,3.543878794,19.05096921
Solyc01g068290.3.1,6.394642411,2.932604386,4.254954231,13.41242399,3.999953239,6.844581778,0.579201534,1.130653344,4.539169579
Solyc01g068300.2.1,0,0,0,0,0,0,0,0,0
Solyc01g068320.2.1,0,0,0,0,0,0,0,0,0.089714215
Solyc01g068330.3.1,26.5960544,13.06995266,23.52309706,20.11211523,40.68205903,21.31103091,28.77808133,14.79325232,24.02142974
Solyc01g068340.3.1,1.725107417,2.715892757,2.378177218,0.227653432,1.403668779,6.491717653,6.791079243,0,2.190132787
Solyc01g068350.3.1,2.229545202,6.004242444,0.974956026,0.487564234,4.435826945,2.100542987,0,0,3.134089561
Solyc01g068360.3.1,1.585085166,1.222113673,1.34217829,2.543162606,3.981291311,55.75167194,4.312841129,16.0963551,8.861408906
Solyc01g068365.1.1,0,0.065953608,0,0,0.079343372,0,0,0,0
Solyc01g068370.3.1,0,0.585830115,1.182145138,0,0.251755618,0.475852803,4.272567154,0,0.928114779
Solyc01g068380.3.1,0.082044549,0.299003914,0.050888655,0.139295299,1.770016406,3.726016742,0.48325932,0.148788161,4.095384461
Solyc01g068390.3.1,17.78243625,9.60297999,16.78736561,18.56547969,15.91700288,12.84048326,4.736477167,8.072540703,18.56477722
Solyc01g068400.3.1,33.24612451,9.103758375,36.4196205,8.607734204,45.62234585,31.47821434,18.57079487,151.1085279,30.39674254
Solyc01g068410.3.1,0.523624252,0.10868477,0.173050971,0.332641136,1.095548583,8.570818964,1.300199863,3.448409519,0.444784301
Solyc01g068420.3.1,3.614796451,0.198096857,26.38125715,0,9.653405863,0.287778156,13.78772379,7.06182274,2.014568621
Solyc01g068430.2.1,0,0,0,0,0,0,0,0,0
Solyc01g068440.2.1,0,0,0,0,0,0,0,0,0
Solyc01g068450.3.1,3.701869702,1.52374224,5.133919909,8.019577255,4.938998135,17.43045117,0.355776996,1.931918064,4.393322241
Solyc01g068460.3.1,29.53388748,32.27103491,5.63271438,14.82559474,3.28855755,49.40076587,35.96217769,10.45736114,19.36731991
Solyc01g068470.3.1,0,0,0,0,0,0,0,0,0.928367254
Solyc01g068475.1.1,0,0,5.103773749,0,0.209340976,0,0,0,1.273994652
Solyc01g068480.3.1,11.01528219,10.95250223,13.06844324,15.49070652,22.31851876,12.83392526,18.16423336,8.400981515,14.59257896
Solyc01g068490.3.1,0,0,0.113040353,0,0.061512844,0,0,0,0.077900291
Solyc01g068500.3.1,0,0,1.489251344,0,0.1703903,0,0,0,0.147454305
Solyc01g068510.1.1,0,0,0,0,0,0,0,0,0
Solyc01g068520.1.1,0,0,0,0,0,0,0,0,0
Solyc01g068530.3.1,215.968846,588.9058599,568.077393,573.4963294,1527.924037,600.6377143,502.1494772,864.1820882,525.9332764
Solyc01g068540.3.1,0.577196786,1.382715557,0.658110208,0,2.467458017,0,0.340782737,0,1.382935857
Solyc01g068545.1.1,0,0,2.037973154,0,1.425154592,0,0,0.351901441,0.301755063
Solyc01g068560.3.1,4.415261112,1.172194555,8.677307463,17.28142022,1.475186648,1.894312524,1.863941635,0.483237597,2.538775308
Solyc01g068563.1.1,0,0,0,0,0,0,0,0,0
Solyc01g068580.3.1,33.43971948,52.90919824,28.00956719,25.49519864,26.93719201,13.99684493,34.76048541,10.53683367,22.57256066
Solyc01g068590.3.1,27.38285288,12.69757577,12.57005519,19.48802092,18.41366074,21.28882207,13.23237006,14.73516605,22.00073601
Solyc01g068620.3.1,0.229789151,0,0,0,0,0.382966921,0,0,0.520242609
Solyc01g068630.3.1,0.093598202,1.362202015,1.46176237,1.285301884,8.964209795,3.718933217,0.597809821,1.034876271,3.24615517
Solyc01g068640.3.1,17.11572972,4.378170153,6.58508067,2.6459319,10.21994537,5.898212491,7.874918987,1.253569823,8.797647287
Solyc01g079060.3.1,9.172695209,4.69404796,3.46548757,0.342136708,8.451727231,0.349987713,0.323539114,2.279007522,7.006604401
Solyc01g079080.3.1,0,0,0.145477701,0,0.027852107,0.131045988,0,0,0.034086731
Solyc01g079090.3.1,28.73584599,80.73733116,18.68429013,37.69404957,30.50186012,32.84251915,44.28788355,44.2103834,24.14151038
Solyc01g079100.3.1,1.095088146,1.549739495,4.304750984,0.3648783,2.256083312,3.307893941,0.187501143,0.784560025,3.263732693
Solyc01g079110.3.1,98.1997424,161.0596809,177.8716485,172.6248769,312.1124168,48.25097727,97.9957178,89.39195404,180.5094075
Solyc01g079120.3.1,0,0,0,0,0,0,0,0,0
Solyc01g079130.2.1,0.89445164,3.786387949,0.647602855,2.505461056,3.345432223,6.5579264,0,0.479997068,1.20291376
Solyc01g079140.2.1,0,0,0,0,0,0,0,0,0
Solyc01g079150.3.1,8.48289637,26.46970235,58.45621653,10.91945103,23.5079905,43.55412934,41.04445964,12.20228998,75.12067755
Solyc01g079160.3.1,0,0.722480358,0,0,0.304112557,0,0,0.765196613,0.671831066
Solyc01g079170.3.1,0,0,0,0,0,0,0,0.358148005,0.910846355
Solyc01g079180.3.1,0,0,0,0,0.02707521,0,0,0.238107782,1.037698007
Solyc01g079190.2.1,0,0,0,0,0,0,0,0,0
Solyc01g079200.3.1,1.131255983,0.125031746,2.203298262,0,0.951252414,0.113326578,0,0.275875758,0.962610081
Solyc01g079210.3.1,14.857945,58.38116314,18.31764553,11.84791338,16.23179892,14.44773507,20.01873819,12.61709977,16.38516956
Solyc01g079220.3.1,6.308830177,1.380316061,0,0.376763819,5.907936639,0,0,1.47094564,6.150409461
Solyc01g079230.3.1,26.86510735,49.83787197,9.900792179,31.61977457,22.21937732,18.70299699,27.92163378,19.12558632,24.13802325
Solyc01g079235.1.1,33.37288689,35.11691355,19.78364214,31.41631858,26.64182464,19.61653319,27.38227904,17.67395615,20.3250874
Solyc01g079240.3.1,0.060552485,0.048839843,0.109234188,0,2.248613749,0.052789601,0.062887456,0,4.839442331
Solyc01g079250.3.1,89.61197012,167.9653664,100.2120175,162.6026322,137.31684,124.5969513,129.4082182,220.5412753,78.5544117
Solyc01g079260.3.1,7.66492708,0.292243215,7.075686923,1.144997405,2.201288928,1.072657112,0,1.589302614,10.5532423
Solyc01g079270.1.1,7.263507921,1.911427361,30.63568385,2.269153121,29.25923094,0,21.13226037,0,5.809683799
Solyc01g079280.1.1,0,0,0,0,0,0,0,0,0
Solyc01g079290.1.1,0.217379521,0.150997298,0.1568575,0,0.460535146,6.06431831,0,0,0.073941136
Solyc01g079300.3.1,0,0,0,0,0,0,0,0.139207181,0.034402806
Solyc01g079310.3.1,10.75354203,5.1153043,13.98354023,9.625913707,22.47177654,1.434204667,8.460308595,20.94436982,11.68916376
Solyc01g079320.3.1,6.074288504,0.171556619,0.35690975,4.808790537,8.48319584,0.296878556,6.259282857,1.1482126,2.186378906
Solyc01g079330.3.1,26.73973854,12.70957688,16.65601564,15.24053238,29.06761003,19.77613636,20.80317336,4.470097507,22.06859654
Solyc01g079340.3.1,18.87353068,12.29530012,11.39768297,9.883433047,14.69170324,18.32406663,18.22918617,2.46903199,18.56719993
Solyc01g079345.1.1,0,0,0,0,0,0,0,0,0
Solyc01g079350.3.1,16.97852598,44.75227111,20.17195856,18.01255045,21.63878487,43.69548786,52.03715005,42.60083525,24.35981515
Solyc01g079360.3.1,0,0,0.271341428,0,0.348826413,1.032634263,0,0,0.412226843
Solyc01g079370.3.1,25.03198148,26.61644383,34.37544897,34.02716586,21.71095884,15.78578445,21.61927534,52.76644353,13.21326789
Solyc01g079375.1.1,0,0,0,0,0,0,0,0,0.044565143
Solyc01g079380.1.1,0.029784909,0,0,0,0,0,0,0,0
Solyc01g079385.1.1,5.702442962,3.36917626,2.509337398,1.027976054,4.518419019,6.564992935,0.818480628,0,10.17813338
Solyc01g079390.3.1,19.84184459,15.92298549,14.69210825,28.36716232,13.47021076,21.19984291,11.24314958,73.68644707,18.70148392
Solyc01g079400.3.1,4.925841572,2.040293143,2.575061752,2.947189053,7.236382681,0.77497971,1.177845493,0.54618844,3.912713247
Solyc01g079410.3.1,14.80773325,23.77841176,31.43933243,16.02695197,36.21325403,43.55919934,23.26962593,23.48922983,22.79568245
Solyc01g079420.3.1,32.24409305,63.18573959,100.7547319,10.8002038,114.9155637,97.03355879,388.8890107,7.941705086,87.11918822
Solyc01g079425.1.1,0,0.109816164,0,0,0.077516468,0,0,0,0.820157693
Solyc01g079430.2.1,0.733787667,0.579534931,5.166981629,0.568774096,4.073698614,5.364289943,0.351049285,0,1.26539323
Solyc01g079450.3.1,46.25327529,21.14237369,27.54276318,15.90671147,40.72283228,42.86647668,22.83038391,38.32970639,45.3514937
Solyc01g079460.2.1,0,0,0,0,0.48806108,43.55345866,0,0.809175189,7.72542863
Solyc01g079470.3.1,0,0,0,0,0,0,0,0,0
Solyc01g079480.3.1,94.88202578,306.9708823,92.8869017,74.3248431,25.35647532,45.19532562,146.874093,234.2823303,60.85514647
Solyc01g079500.3.1,6.567944315,6.615888338,12.67237161,3.575569396,9.860451526,5.372339174,8.398871931,9.639034807,8.462623489
Solyc01g079507.1.1,665.5319917,2584.481831,1172.432465,1549.085104,710.6390371,1254.186455,1248.228334,1603.232434,146.9596608
Solyc01g079510.3.1,21.39941867,46.03261771,21.33852633,30.18291006,22.15287764,26.46744523,19.53480359,31.73198638,16.43017975
Solyc01g079520.3.1,9.662715987,18.45094653,9.289071344,9.328714194,14.54611177,7.740372336,17.93632235,14.59407848,10.27044032
Solyc01g079530.3.1,0,5.496395812,5.780621064,1.994809775,2.006435504,0.730936693,0,0.82405605,7.828025632
Solyc01g079540.3.1,109.8582189,81.72919545,163.9724253,112.0069377,177.2226293,83.3624003,176.5937837,59.99408428,121.0562287
Solyc01g079550.2.1,1.696380768,8.331290431,2.310572271,0.908097329,15.64715762,0.224793071,0,0,7.009302401
Solyc01g079560.3.1,0,0,0,0,0,0,0,0,0
Solyc01g079570.3.1,0.209269543,18.06406667,1.679669999,6.677720418,6.673860768,2.294919389,21.81254389,18.08700515,9.845627327
Solyc01g079580.3.1,9.737659129,1.689336556,18.8034281,8.069144631,17.42925901,16.07779885,25.05373029,8.08191855,23.9549463
Solyc01g079590.3.1,105.5824381,19.72675134,73.11007713,40.40598909,89.63757521,35.61606893,66.67374973,23.98362898,91.38739356
Solyc01g079600.3.1,2.25253128,6.447319011,12.79165208,7.382431641,4.469761207,12.08509319,0.525830425,15.84229101,13.74210383
Solyc01g079610.3.1,36.11086994,51.48883552,104.8027957,40.23769305,88.20312656,107.9955452,65.34585799,65.89745355,78.38593917
Solyc01g079620.3.1,0,0,0,0,0,0,0,0,0
Solyc01g079630.3.1,1.831754877,0.14545007,2.01119024,0.122433045,1.152420902,0.634668962,9.861333552,1.195101564,0.196137029
Solyc01g079640.3.1,0,0,0,0,0.015465156,0,0,0,1.206574098
Solyc01g079650.3.1,28.17244808,32.01385277,24.85299001,33.68145974,35.911513,20.70436922,18.79162257,56.20484555,25.02377966
Solyc01g079660.2.1,0,0,0,0,0,0,0,0,0
Solyc01g079670.2.1,0,0.28280343,0,0,0.288329379,0,0,0,2.662874809
Solyc01g079680.3.1,0.508957969,0.670410192,1.133263597,0.091115635,5.18402568,2.127655114,0.307103786,0.392777708,1.829336713
Solyc01g079690.3.1,14.10136475,7.697920737,13.87485366,12.36992604,18.03389166,9.579867665,6.728211806,11.02464283,8.153175878
Solyc01g079700.3.1,4.048618318,0.886872992,7.760157854,0,14.05494636,0.577007335,0,0,6.902403442
Solyc01g079710.3.1,19.05497089,68.79630256,39.25286067,41.17966755,48.69846337,60.02617526,36.21656485,30.88437748,23.87730677
Solyc01g079720.3.1,17.70438596,16.98718815,31.4254355,22.06058654,18.21727284,39.84116284,24.23616873,6.075436767,35.71165763
Solyc01g079740.3.1,0,0,0.121342457,0,1.011216242,0.999753032,0,0,1.20137263
Solyc01g079750.3.1,2.627404608,7.171072868,12.3609415,4.676857995,24.93421021,11.03599668,10.35043933,14.79422183,11.02467287
Solyc01g079760.3.1,7.587720874,0.396727073,4.302750028,0.464608895,6.033101108,3.67085802,6.506201702,4.745571579,7.227403228
Solyc01g079780.3.1,3.548063813,2.046331042,7.275051595,3.45791657,8.737308855,11.56972111,12.48564233,0.695453568,10.78052221
Solyc01g079790.3.1,2.375003362,0.114381167,0,1.687901984,0.040158788,0,0,0.116487802,0.963569631
Solyc01g079800.3.1,0.128608595,0,0.070653327,0,0.091852122,0,0,0,0.694784891
Solyc01g079810.3.1,8.988122722,16.58359695,8.275279228,8.088483126,11.15849398,9.938486399,4.141587534,1.643691169,18.26563459
Solyc01g079820.3.1,49.17226738,21.34247179,37.36239736,31.33556376,32.75143078,29.23379622,72.32208148,53.25357647,44.35201338
Solyc01g079830.3.1,0.251853296,1.094256631,0,0,3.309423126,0,0,0,0.602825742
Solyc01g079840.3.1,34.4461052,44.43935286,32.9106017,15.88499991,48.13773095,43.80332807,14.65163995,18.42608185,41.67566281
Solyc01g079850.3.1,0.083624661,0.378141993,7.531855714,0.412861875,2.671655891,15.81697131,2.163295275,5.337361545,5.517205606
Solyc01g079860.3.1,23.39448864,11.82695462,13.25254112,7.042469029,13.25755822,4.880132263,14.83767756,3.053297896,12.25165556
Solyc01g079865.1.1,0,0,0,0,0,0,0,0,0
Solyc01g079870.3.1,50.77795959,12.93783024,38.87443101,18.75095444,49.35812884,16.34694506,30.64204827,8.404458866,65.17910303
Solyc01g079880.3.1,30.44062151,49.56559682,38.77393858,32.66862581,58.26702881,60.52244483,61.19583092,97.77178219,161.9756538
Solyc01g079890.3.1,0,0,0,0,0,0,0,0,0
Solyc01g079900.1.1,0,0,0,0,0,0,0,0,0
Solyc01g079910.1.1,0,0,0,0,0.102823403,0,0,0,0
Solyc01g079920.3.1,0.199177551,0.343874703,44.38097082,0.454502317,11.11933223,0.164698234,0.096293881,1.261627115,23.31930645
Solyc01g079930.2.1,0,0,0,0,0,0,0,0,0
Solyc01g079940.3.1,0.294221911,3.878739425,30.61001679,1.288923641,6.911066286,0,0.507212918,0.186007689,19.50107063
Solyc01g079950.3.1,0,0.078739567,0,0,0,0,0,0,0.261374025
Solyc01g079960.2.1,2.037009276,1.725367512,150.7605336,2.549728272,34.80423094,1.408019254,1.705359935,3.643948996,98.80880987
Solyc01g079970.2.1,0.295473258,0.580411439,18.96526973,0,7.366542977,0.326466936,0.870680013,0,18.96507379
Solyc01g079980.3.1,40.38166809,9.468639523,21.92291932,21.1527654,53.92987907,47.54495128,107.3220186,2.428693479,37.59418417
Solyc01g079990.2.1,0,0,0,0,0,0,0,0,0
Solyc01g080000.1.1,0,0,0,0,0,0,0,0,0
Solyc01g080010.2.1,21.11938678,10.58102189,398.6711036,17.25768024,77.68428914,12.87723667,16.56649962,53.59513234,232.1205459
Solyc01g080020.2.1,15.00739899,0.917768799,15.93947644,0.586302288,12.82938667,0.828841241,2.253581637,1.894681009,14.99599017
Solyc01g080030.2.1,0,0,0,0,0,0,0,0,0
Solyc01g080040.3.1,11.85688894,0.437187627,1.839093018,0,0.466993264,8.766570093,4.581671116,43.80314957,3.093848532
Solyc01g080050.3.1,0,0,0,0,0,0,0,0,0
Solyc01g080070.3.1,20.48880168,60.35604766,22.37134157,18.77541973,29.45149341,71.4810436,57.40541581,46.70151296,34.89808506
Solyc01g080080.3.1,9.33793507,4.789815035,6.088374063,2.292001713,7.711053675,11.20395306,15.69938818,3.46310519,10.78258938
Solyc01g080100.3.1,0.186650658,0.660150615,0,0,2.368007514,5.508022307,0.703321685,3.512338658,7.651378461
Solyc01g080110.3.1,28.04321492,3.843785001,19.22099046,4.149005411,21.6914403,33.27908919,0.490478752,2.704344176,16.27692167
Solyc01g080120.2.1,0,0,0,0,0.018422161,0,0,0,0
Solyc01g080130.2.1,21.88757989,12.51257072,18.35497638,6.128625464,8.533368835,7.038584419,7.199131821,9.135075382,8.824005057
Solyc01g080140.3.1,17.68415984,15.73754541,28.12645146,9.993575883,19.22888991,6.667344743,24.15818045,3.139848594,14.31633637
Solyc01g080150.3.1,0.055057345,0,0,0,0.860102724,0.046278738,1.974029103,0.138705654,1.132342859
Solyc01g080160.3.1,31.57826426,10.68652655,32.21721099,17.8244089,29.28163969,19.90830751,15.12670716,37.3341026,37.19111672
Solyc01g080170.3.1,26.69705844,1.639816983,20.5265876,14.26576137,14.11168733,15.98936727,16.46377406,1.084345074,25.44549147
Solyc01g080180.3.1,6.289498248,1.746185759,5.751321562,0,8.516076334,7.084911194,4.582580067,0,7.118984448
Solyc01g080200.3.1,13.07926296,41.06401552,12.3243304,24.07299032,8.964263683,9.55480662,17.52698857,41.38660016,8.436410151
Solyc01g080190.3.1,0,0,0,0,0,0,0,0,0
Solyc01g080210.3.1,4.572805956,0.812580183,1.493949035,0.258492805,0.106417775,0.917846489,0.36477838,0,2.401681857
Solyc01g080220.3.1,119.35164,62.11005911,101.2210728,56.67767488,47.61236592,54.46080204,50.93506612,70.99160239,73.77694868
Solyc01g080230.3.1,19.76612435,28.55606715,17.77216053,5.025204998,8.618895433,15.19030496,1.199357501,1.090055743,7.140390168
Solyc01g080240.3.1,71.92064292,110.5614471,81.01558026,75.10579112,59.20193631,81.98180482,121.1487014,77.87908209,66.36608076
Solyc01g080250.3.1,33.27128603,47.43048962,27.9838153,16.49424728,37.70948672,23.40840626,19.3741063,14.68686843,30.21329543
Solyc01g080260.3.1,1.225918326,8.443268074,22.1969116,1.252069553,5.963444054,0.421704701,45.82670103,1.439109695,20.03597296
Solyc01g080270.3.1,37.50071975,38.80759793,17.9416235,38.15568331,23.69313929,17.31879104,30.1228865,37.00667951,24.53528095
Solyc01g080280.3.1,412.1217101,81.68972589,143.8480194,107.1193739,131.1289435,40.34865197,79.29054055,98.83523077,165.2180132
Solyc01g080290.3.1,12.08728754,5.309396641,10.3977076,9.320192369,9.485048038,198.244635,19.84916461,39.10687909,22.14721832
Solyc01g080300.3.1,0.03734698,1.362456776,0.712330113,0,3.113326148,0,0,0,1.654257391
Solyc01g080310.3.1,9.996295957,10.08650863,4.08289106,8.592330813,2.266742029,2.82320026,0.239177566,0.611162237,1.152000374
Solyc01g080320.2.1,8.081194195,6.924790069,0.190355866,0,0.664285214,0,0,0,0.121317082
Solyc01g080330.3.1,142.6721025,68.33719032,115.2735684,32.50061448,82.84114594,77.62609158,147.5608447,124.023972,128.0170335
Solyc01g080340.3.1,21.53256081,13.44835038,12.67129274,9.832609174,3.231064463,1.590095099,10.57773996,1.604994307,8.579311504
Solyc01g080350.3.1,15.76621609,6.647396706,7.758300013,0,7.143194073,3.215752961,1.342610925,0.658187715,8.641201644
Solyc01g080360.3.1,11.14163113,36.89623863,21.7381498,1.369672309,18.90558537,19.7758884,10.95203602,2.781289778,11.41539525
Solyc01g080363.1.1,0,0,0,0,0,0,0,0,0
Solyc01g080367.1.1,0.105962932,0,0,0,0,0,0,0,0.227106715
Solyc01g080370.3.1,0,0,0,0,0,0,0,0,0
Solyc01g080380.3.1,0,0,0,0,0.616420601,0,6.155290253,0,2.626434651
Solyc01g080400.3.1,5.728232097,3.777371363,1.953311379,3.398815884,4.395635252,50.19681848,5.082485153,9.14304719,5.595040712
Solyc01g080410.3.1,12.1421803,58.22723517,21.44335697,49.79610752,39.61640516,27.02554985,27.487938,4.85288251,45.23448918
Solyc01g080415.1.1,2.546456227,0,0,0,1.152405576,0,0,2.35024441,1.682911758
Solyc01g080430.3.1,35.38789553,21.71804571,23.11618144,28.26176332,16.78563679,37.12018788,38.22180477,18.31077579,27.18493169
Solyc01g080440.1.1,0,0,0,0,0,0,0,0,0
Solyc01g080450.3.1,2.474499796,9.934309877,6.107351253,2.861888149,4.459510283,2.429452295,2.171724771,7.928789946,0.976883604
Solyc01g080460.3.1,0.249789795,0.467017702,0.105742063,0,0.243431207,0,0.235378059,0.318423283,0.555956389
